INSTRUMENT,SYMBOL,EXP_DATE,STR_PRICE,OPT_TYPE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,NOTION_VAL,PR_VAL,TIMESTAMP
OPTSTK    ,UJJIVAN   ,27-08-2020,235,CE      ,8.3,12.8,8.3,12,24200,30800,14,13,7581090,343090,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,235,PE      ,22.4,22.8,19.2,19.2,15400,19800,9,7,5063410,410410,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,240,CE      ,8.8,11.85,7.15,10.2,127600,385000,175,169,96033960,3633960,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,240,PE      ,27.35,29.3,20.9,22.1,41800,30800,14,13,8196430,804430,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,245,CE      ,7.75,7.75,7.7,7.7,19800,4400,2,2,1111990,33990,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,250,CE      ,6.5,7.65,5,7.2,103400,220000,100,100,56367960,1367960,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,250,PE      ,29.7,29.7,29.7,29.7,17600,2200,1,1,615340,65340,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,255,CE      ,5,5.6,4.05,5.6,26400,26400,12,12,6853880,121880,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,260,CE      ,4.4,5.85,3.55,5.05,127600,96800,44,43,25586000,418000,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,260,PE      ,45.6,45.6,45.6,45.6,6600,4400,2,1,1344640,200640,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,265,CE      ,4,4.55,4,4.3,22000,13200,6,2,3554430,56430,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,270,CE      ,2.9,3.75,2.85,3.35,30800,35200,16,15,9617080,113080,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,280,CE      ,2.25,2.65,1.75,2.45,246400,88000,40,39,24823810,183810,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,285,CE      ,1.5,1.5,1.5,1.5,2200,2200,1,1,630300,3300,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,295,CE      ,1.3,1.3,1.3,1.3,0,2200,1,1,651860,2860,04-08-2020
OPTSTK    ,UJJIVAN   ,27-08-2020,300,CE      ,1.05,1.05,0.95,0.95,59400,8800,4,3,2648800,8800,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3500,CE      ,542.95,542.95,542.95,542.95,400,200,1,1,808590,108590,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3500,PE      ,12,12.75,11.45,12.75,33200,3400,17,10,11940710,40710,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3550,PE      ,15,15,15,15,1800,200,1,1,713000,3000,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3600,PE      ,21.95,22.5,17.15,19.4,9000,4600,23,21,16652820,92820,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3700,PE      ,36,38.05,30.8,31.7,12200,5400,27,24,20164530,184530,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3750,PE      ,42.9,42.9,42.9,42.9,1000,200,1,1,758580,8580,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3800,PE      ,52.9,60,51.1,52.5,25200,22000,110,97,84798550,1198550,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3850,PE      ,75.05,75.05,66.6,71.3,3600,3800,19,13,14901420,271420,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3900,CE      ,210.05,210.05,201.25,209.6,2200,1000,5,5,4108190,208190,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3900,PE      ,74.55,94.7,74.55,83.5,16400,21000,105,94,83713300,1813300,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3950,CE      ,178.55,181.4,177.5,179.7,2400,1600,8,8,6606820,286820,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,3950,PE      ,107.1,115,99.05,105.4,5000,7800,39,34,31649750,839750,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4000,CE      ,185,185,144.05,153.1,16400,23600,118,112,98085670,3685670,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4000,PE      ,123.75,139,119,127.95,23200,29200,146,136,120576080,3776080,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4050,CE      ,144.15,144.15,124,128.7,5400,7200,36,36,30098650,938650,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4050,PE      ,154,164.6,149.05,152,4800,2800,14,12,11781310,441310,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4100,CE      ,133.15,133.15,102.8,108.75,29800,66800,334,306,281390920,7510920,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4100,PE      ,179,193.85,179,185.4,14800,4400,22,21,18850390,810390,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4150,CE      ,102.5,102.5,88,90.55,11600,8000,40,40,33958540,758540,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4150,PE      ,215.65,221.8,215.65,221.8,2800,800,4,4,3493840,173840,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4200,CE      ,98.8,98.8,71,75.35,45600,196200,981,848,839849180,15809180,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4250,CE      ,69,69.5,58.5,63,11000,4600,23,23,19843360,293360,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4300,CE      ,65,65,49.45,52.8,67800,60200,301,270,262137670,3277670,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4350,CE      ,41,41,41,41,3800,200,1,1,878200,8200,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4400,CE      ,41.05,41.75,33.55,36.05,33800,27600,138,130,122460830,1020830,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4450,CE      ,32.7,32.7,32.7,32.7,12000,200,1,1,896540,6540,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4500,CE      ,30,31.45,23.05,24.75,43000,29200,146,136,132136350,736350,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4600,CE      ,20,20,15.85,16.35,11400,4600,23,23,21239330,79330,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4700,CE      ,12,12,12,12,7400,800,4,3,3769600,9600,04-08-2020
OPTSTK    ,ULTRACEMCO,27-08-2020,4800,CE      ,10.2,10.65,7.1,8.4,33600,16800,84,83,80781650,141650,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,350,PE      ,1.3,1.3,0.95,0.95,7800,11700,9,7,4107415,12415,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,360,PE      ,1.5,1.95,1.2,1.2,15600,7800,6,6,2819375,11375,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,370,PE      ,1.6,1.6,1.6,1.6,1300,1300,1,1,483080,2080,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,380,PE      ,2.75,3.1,1.7,1.85,167700,144300,111,104,55175640,341640,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,400,CE      ,56.75,63.1,56,62.3,15600,14300,11,11,6575010,855010,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,400,PE      ,5.95,5.95,3.55,3.7,267800,453700,349,337,183556555,2076555,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,410,PE      ,7.2,7.6,5,5.2,130000,167700,129,125,69840420,1083420,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,420,CE      ,42.6,46,40.2,45.8,18200,19500,15,13,9022715,832715,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,420,PE      ,10.05,10.4,7,7.35,338000,347100,267,258,148818345,3036345,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,430,CE      ,34,34,34,34,15600,2600,2,2,1206400,88400,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,430,PE      ,13.05,13.75,9.8,10.15,232700,244400,188,184,107895190,2803190,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,440,CE      ,30,33.65,27.85,31.8,53300,36400,28,28,17119440,1103440,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,440,PE      ,17.05,18,13.25,13.7,146900,374400,288,272,170633580,5897580,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,450,CE      ,25.45,27.2,22.75,25.85,260000,691600,532,507,328317665,17097665,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,450,PE      ,33.95,33.95,17.4,18,349700,565500,435,405,266059950,11584950,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,460,CE      ,21.6,22.25,18.35,21.35,474500,1786200,1374,1239,858015860,36363860,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,460,PE      ,25.75,28.35,22.5,23.3,174200,283400,218,216,137521605,7157605,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,470,CE      ,17.3,18.1,14.6,17.35,507000,1333800,1026,940,648745825,21859825,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,470,PE      ,32.45,34.7,28.7,29.45,131300,115700,89,88,58006975,3627975,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,480,CE      ,13.75,15,11.75,13.9,652600,1160900,893,841,572547495,15315495,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,480,PE      ,40.65,41.3,36.55,36.55,68900,10400,8,8,5400785,408785,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,490,CE      ,11.95,12,9.5,11.2,253500,416000,320,291,208228865,4388865,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,500,CE      ,9.45,9.5,7.5,8.9,1041300,1319500,1015,962,670844655,11094655,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,500,PE      ,53,55.2,50.6,50.6,31200,5200,4,4,2872740,272740,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,510,CE      ,6.35,7.35,6.1,7.05,122200,192400,148,143,99403590,1279590,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,520,CE      ,5.8,5.95,4.8,5.65,314600,310700,239,225,163201350,1637350,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,520,PE      ,68.25,68.25,68.25,68.25,0,1300,1,1,764725,88725,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,530,CE      ,5.05,5.45,3.85,4.55,104000,118300,91,89,63208145,509145,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,540,CE      ,3.85,3.9,3.15,3.8,107900,135200,104,101,73480030,472030,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,550,CE      ,3.1,3.15,2.4,3,422500,323700,249,236,178931155,896155,04-08-2020
OPTSTK    ,UPL       ,27-08-2020,570,CE      ,1.65,2.1,1.65,2.05,35100,13000,10,10,7434310,24310,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,85,PE      ,0.15,0.15,0.15,0.15,155000,12400,2,2,1055860,1860,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,87.5,PE      ,0.15,0.15,0.15,0.15,545600,6200,1,1,543430,930,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,90,PE      ,0.3,0.3,0.2,0.25,465000,167400,27,20,15103200,37200,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,95,PE      ,0.55,0.55,0.3,0.35,1078800,663400,107,76,63295180,272180,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,97.5,PE      ,0.5,0.5,0.5,0.5,24800,37200,6,4,3645600,18600,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,100,CE      ,18.2,18.9,18,18.9,719200,93000,15,13,11014610,1714610,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,100,PE      ,0.95,0.95,0.6,0.65,8171600,3726200,601,240,375245390,2625390,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,102.5,PE      ,1,1,0.9,0.95,93000,31000,5,5,3206640,29140,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,105,CE      ,12.75,16,12.75,15.5,136400,105400,17,17,12598710,1531710,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,105,PE      ,1.55,1.75,1,1.05,1426000,2039800,329,303,216692790,2513790,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,107.5,CE      ,11.3,13.9,11.3,13.85,55800,24800,4,4,2992430,326430,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,107.5,PE      ,2.05,2.05,1.3,1.3,303800,117800,19,17,12853530,190030,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,110,CE      ,8.85,12.1,8.7,11.45,2864400,700600,113,105,84476240,7410240,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,110,PE      ,2.75,3.25,1.75,1.9,2907800,3608400,582,492,405216810,8292810,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,112.5,CE      ,7.95,10,7.6,10,186000,204600,33,30,24767450,1749950,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,112.5,PE      ,4.1,4.1,2.4,2.55,328600,948600,153,131,109731320,3013820,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,115,CE      ,6.3,8.4,5.65,7.9,3379000,4228400,682,518,515733360,29467360,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,115,PE      ,4.85,5.4,3.1,3.25,3193000,4910400,792,643,584013650,19317650,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,117.5,CE      ,5.35,6.95,4.55,6.45,297600,1370200,221,212,168879010,7880510,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,117.5,PE      ,6.75,6.75,4.1,4.2,322400,992000,160,149,121582000,5022000,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,120,CE      ,4.05,5.55,3.7,5.1,4358600,11011200,1776,1499,1373102840,51758840,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,120,PE      ,7.9,7.9,5.2,5.5,1450800,2566800,414,294,324268060,16252060,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,122.5,CE      ,3.2,4.4,3,4.1,334800,1153200,186,175,145545000,4278000,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,122.5,PE      ,7.5,7.5,6.85,6.85,31000,12400,2,2,1607970,88970,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,125,CE      ,2.45,3.5,2.3,3.25,3038000,5704000,920,768,730107970,17107970,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,125,PE      ,11.35,11.35,8.35,8.5,99200,148800,24,23,20100090,1500090,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,127.5,CE      ,2.35,2.65,1.85,2.45,55800,136400,22,20,17702860,311860,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,127.5,PE      ,12.55,12.55,12.55,12.55,12400,12400,2,2,1736620,155620,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,130,CE      ,1.6,2.1,1.4,1.95,1488000,3608400,582,460,475604170,6512170,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,130,PE      ,14.65,14.65,14.6,14.6,31000,24800,4,3,3586390,362390,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,132.5,CE      ,1.05,1.45,1.05,1.45,49600,43400,7,7,5807850,57350,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,135,CE      ,0.8,1.2,0.8,1.1,1227600,1190400,192,178,161971900,1267900,04-08-2020
OPTSTK    ,VEDL      ,27-08-2020,137.5,CE      ,0.8,0.9,0.7,0.8,787400,310000,50,49,42873620,248620,04-08-2020
OPTSTK    ,VEDL      ,24-09-2020,95,PE      ,0.95,0.95,0.95,0.95,0,6200,1,1,594890,5890,04-08-2020
OPTSTK    ,VEDL      ,24-09-2020,100,CE      ,21.2,21.2,21.2,21.2,6200,6200,1,1,751440,131440,04-08-2020
OPTSTK    ,VEDL      ,24-09-2020,100,PE      ,1.15,1.15,1.15,1.15,6200,6200,1,1,627130,7130,04-08-2020
OPTSTK    ,VEDL      ,24-09-2020,110,PE      ,4.3,4.3,3.9,3.9,12400,18600,3,3,2121950,75950,04-08-2020
OPTSTK    ,VEDL      ,24-09-2020,115,PE      ,6.5,6.5,6.5,6.5,6200,6200,1,1,753300,40300,04-08-2020
OPTSTK    ,VEDL      ,24-09-2020,120,CE      ,7.8,7.8,7.8,7.8,6200,6200,1,1,792360,48360,04-08-2020
OPTSTK    ,VEDL      ,29-10-2020,120,CE      ,12.15,12.15,12.15,12.15,24800,24800,4,2,3277320,301320,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,500,PE      ,1.3,1.3,1.25,1.25,3000,3000,3,3,1503800,3800,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,520,PE      ,2.8,2.8,2.8,2.8,6000,1000,1,1,522800,2800,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,530,PE      ,2.1,2.1,2.1,2.1,4000,1000,1,1,532100,2100,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,540,CE      ,70.15,70.15,70.15,70.15,1000,1000,1,1,610150,70150,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,540,PE      ,4.05,5.7,4.05,4.6,77000,35000,35,33,19070750,170750,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,550,PE      ,6.5,7.45,5.6,5.95,71000,115000,115,95,64006650,756650,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,560,PE      ,8.55,9.45,7.65,7.9,49000,86000,86,78,48894750,734750,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,570,PE      ,10.4,11.7,10.4,10.45,16000,14000,14,14,8133850,153850,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,580,CE      ,41,44,38.5,39.3,9000,15000,15,10,9307550,607550,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,580,PE      ,13.75,16,12.75,13.6,54000,137000,137,133,81373900,1913900,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,590,CE      ,31.75,36.95,31.75,35.5,84000,25000,25,19,15605550,855550,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,590,PE      ,18,19,16.4,17.55,19000,39000,39,38,23704750,694750,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,600,CE      ,21.95,33.65,21.95,29.6,172000,714000,714,669,449429550,21029550,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,600,PE      ,23.85,24.3,20.65,21.75,65000,191000,191,163,118891650,4291650,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,610,CE      ,20.75,28.5,20.75,24.8,194000,1330000,1330,1251,845151750,33851750,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,610,PE      ,29,29.2,25.55,26.9,8000,42000,42,42,26782150,1162150,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,620,CE      ,15.95,24,15.5,20.75,361000,2090000,2090,1919,1340287350,44487350,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,620,PE      ,33.25,33.25,31.75,31.75,6000,8000,8,8,5222100,262100,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,630,CE      ,13.55,20,13.55,16.7,176000,1709000,1709,1512,1106959250,30289250,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,640,CE      ,15.45,16.1,12.1,13.7,98000,370000,370,358,242048650,5248650,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,640,PE      ,45,45,45,45,0,2000,2,2,1370000,90000,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,650,CE      ,7,13.75,7,10.9,148000,389000,389,370,257383450,4533450,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,660,CE      ,6.95,11.25,6.95,8.95,31000,87000,87,79,58227100,807100,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,670,CE      ,4.8,9.2,4.8,7.3,32000,45000,45,39,30486750,336750,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,680,CE      ,3.95,7.5,3.95,5.2,17000,27000,27,27,18524950,164950,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,680,PE      ,78,78,78,78,1000,1000,1,1,758000,78000,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,690,CE      ,5,5,4,4,2000,3000,3,3,2084000,14000,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,700,CE      ,2,5,2,3.8,100000,190000,190,174,133766600,766600,04-08-2020
OPTSTK    ,VOLTAS    ,27-08-2020,710,CE      ,3.2,3.95,2.7,2.7,11000,15000,15,11,10697350,47350,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,180,PE      ,0.45,0.45,0.4,0.4,3200,6400,2,2,1154720,2720,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,200,PE      ,0.25,0.25,0.25,0.25,35200,3200,1,1,640800,800,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,230,CE      ,51.3,51.3,51.3,51.3,16000,3200,1,1,900160,164160,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,230,PE      ,0.6,0.65,0.4,0.4,115200,19200,6,6,4426880,10880,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,240,PE      ,1.05,1.15,0.95,0.95,489600,76800,24,20,18511680,79680,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,250,CE      ,33.1,33.1,33.1,33.1,76800,3200,1,1,905920,105920,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,250,PE      ,1.85,2.1,1.6,1.8,822400,281600,88,83,70934240,534240,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,255,PE      ,2.5,2.5,2.5,2.5,80000,3200,1,1,824000,8000,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,257.5,PE      ,3.7,3.7,3.7,3.7,64000,54400,17,9,14209280,201280,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,260,CE      ,25,25,22.6,24.65,259200,12800,4,4,3637920,309920,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,260,PE      ,3.4,3.9,3.15,3.25,460800,224000,70,67,59040000,800000,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,262.5,PE      ,3.7,4.2,3.6,3.65,54400,22400,7,6,5964160,84160,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,265,CE      ,19.3,21,19.25,21,19200,9600,3,3,2734560,190560,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,265,PE      ,4.15,5.2,4.15,4.4,163200,96000,30,29,25899360,459360,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,267.5,PE      ,6,6,5,5.05,108800,73600,23,21,20100320,412320,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,270,CE      ,18.3,19,16.2,17.1,160000,38400,12,12,11023200,655200,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,270,PE      ,6,7,5.5,5.8,505600,662400,207,206,183031680,4183680,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,272.5,PE      ,7.5,7.6,6.55,6.6,115200,35200,11,10,9847040,255040,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,275,CE      ,14.7,14.7,12.95,13.2,99200,48000,15,14,13849920,649920,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,275,PE      ,7.4,9.15,7.2,7.75,243200,342400,107,105,96952320,2792320,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,277.5,CE      ,12.4,12.4,11.65,11.95,44800,38400,12,10,11115840,459840,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,277.5,PE      ,8.45,10.55,8.45,8.8,80000,92800,29,28,26648000,896000,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,280,CE      ,12.2,12.5,10.35,11.4,572800,342400,107,104,99676800,3804800,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,280,PE      ,12,12,9.35,9.95,550400,1145600,358,352,333248960,12480960,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,282.5,CE      ,11.2,11.3,9.35,10,83200,70400,22,21,20600640,712640,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,282.5,PE      ,11.3,12.75,10.9,11.1,67200,67200,21,21,19783200,799200,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,285,CE      ,9.8,10.4,8.25,9.15,454400,358400,112,101,105336320,3192320,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,285,PE      ,12.3,14.2,12.1,12.8,89600,105600,33,30,31483040,1387040,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,287.5,CE      ,9.55,9.55,7.45,7.9,185600,70400,22,20,20793600,553600,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,287.5,PE      ,15.35,15.45,13.95,14.25,16000,22400,7,6,6772160,332160,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,290,CE      ,7.75,8.6,6.5,7.15,1488000,915200,286,268,271925280,6517280,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,290,PE      ,15.15,17.4,15.1,15.9,57600,60800,19,18,18635040,1003040,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,292.5,CE      ,7.6,7.6,5.8,6.2,76800,89600,28,25,26774560,566560,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,295,CE      ,6.55,6.65,5.1,5.65,236800,323200,101,99,97154880,1810880,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,297.5,CE      ,5.8,5.8,4.75,4.85,12800,19200,6,6,5808480,96480,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,300,CE      ,5.05,5.2,4,4.45,1590400,1408000,440,366,428539040,6139040,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,300,PE      ,22.85,23,22.85,22.9,48000,9600,3,3,3099840,219840,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,305,CE      ,3.4,3.6,3,3.3,342400,256000,80,74,78907040,827040,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,310,CE      ,3,3.15,2.2,2.5,262400,393600,123,114,123033600,1017600,04-08-2020
OPTSTK    ,WIPRO     ,27-08-2020,315,CE      ,2.2,2.2,1.6,1.75,460800,345600,108,104,109491200,627200,04-08-2020
OPTSTK    ,WIPRO     ,24-09-2020,292.5,PE      ,23.75,23.75,23.75,23.75,6400,6400,2,1,2024000,152000,04-08-2020
OPTSTK    ,WIPRO     ,24-09-2020,295,PE      ,25.3,25.3,25.3,25.3,6400,6400,2,1,2049920,161920,04-08-2020
OPTSTK    ,WIPRO     ,24-09-2020,297.5,PE      ,27,27,27,27,6400,6400,2,1,2076800,172800,04-08-2020
OPTSTK    ,ZEEL      ,27-08-2020,105,PE      ,1,1,0.6,0.75,27000,15000,5,5,1588050,13050,04-08-2020
OPTSTK    ,ZEEL      ,27-08-2020,110,PE      ,1.55,1.55,0.8,0.9,330000,315000,105,100,34985100,335100,04-08-2020
OPTSTK    ,ZEEL      ,27-08-2020,115,PE      ,2.35,2.35,1.3,1.45,225000,300000,100,94,34970850,470850,04-08-2020
OPTSTK    ,ZEEL      ,27-08-2020,120,CE      ,23,26.6,23,26.6,60000,15000,5,5,2171100,371100,04-08-2020
OPTSTK    ,ZEEL      ,27-08-2020,120,PE      ,3.45,3.45,2,2.1,996000,1329000,443,376,162706500,3226500,04-08-2020
OPTSTK    ,ZEEL      ,27-08-2020,125,CE      ,19.35,21.35,19.35,21.35,15000,6000,2,2,872100,122100,04-08-2020
