SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
PASHUPATI, SM, 15-Dec-2021,84,85,85,80.1,80.1,80.1,82.03,6400,5.25,4,3200,50
PASUPTAC, EQ, 15-Dec-2021,31.75,32.75,32.85,31.9,32.4,31.95,32.34,124515,40.26,945,85075,68.33
PATELENG, EQ, 15-Dec-2021,29.7,30.1,33.2,30.1,32.05,32.1,31.99,14330921,4584.33,26169,6733361,46.98
PATINTLOG, EQ, 15-Dec-2021,14.9,15.25,15.3,14.8,15.25,15.1,14.99,166216,24.92,552,135441,81.48
PATINTPP, E1, 15-Dec-2021,4.95,4.55,5.2,4.5,4.65,4.5,4.65,2726089,126.64,1059,1347934,49.45
PATSPINLTD, EQ, 15-Dec-2021,9.65,10.1,10.1,9.25,9.95,9.55,9.76,68853,6.72,165,61084,88.72
PAYTM, EQ, 15-Dec-2021,1496.05,1421.3,1429.95,1296,1381.9,1379.95,1367.57,13139593,179692.73,624089,4097681,31.19
PBAINFRA, EQ, 15-Dec-2021,14.35,13.9,14.7,13.75,13.95,14.05,14.25,18598,2.65,160,15099,81.19
PCJEWELLER, EQ, 15-Dec-2021,26.8,26.95,27.35,26.6,26.65,26.75,27,1237436,334.09,2756,743702,60.1
PDMJEPAPER, EQ, 15-Dec-2021,36.7,36.5,37.45,36.15,36.4,36.25,36.68,78566,28.82,818,40285,51.28
PDSMFL, EQ, 15-Dec-2021,1715.35,1716,1799,1705,1780,1761.05,1759.73,12424,218.63,2040,8297,66.78
PEARLPOLY, EQ, 15-Dec-2021,19.3,20.8,23.15,20.8,23.15,23.15,22.97,2144838,492.66,3718,1046248,48.78
PEL, EQ, 15-Dec-2021,2602.5,2605.8,2620.35,2530.1,2538.15,2549.55,2576.29,442087,11389.45,27512,103451,23.4
PENIND, EQ, 15-Dec-2021,33.25,33.45,33.85,32,32.2,32.15,32.91,725201,238.68,3276,430971,59.43
PENINLAND, EQ, 15-Dec-2021,18.3,19,19.45,17.05,18.2,18.35,18.32,558849,102.38,1694,346080,61.93
PERSISTENT, EQ, 15-Dec-2021,4407.9,4420,4450,4335,4366,4383.45,4397.24,196594,8644.7,22421,73764,37.52
PETRONET, EQ, 15-Dec-2021,223.1,222.65,224.25,220.25,220.95,221,222.26,1886185,4192.19,28185,879683,46.64
PFC, EQ, 15-Dec-2021,123.85,123.75,124.9,122.15,122.4,122.35,123.72,2330939,2883.82,15196,797194,34.2
PFC, N3, 15-Dec-2021,1276.5,1276.81,1276.81,1276.81,1276.81,1276.81,1276.81,4,0.05,1,4,100
PFC, N4, 15-Dec-2021,1018,1018,1018,1018,1018,1018,1018,613,6.24,5,613,100
PFC, N5, 15-Dec-2021,1185.01,1186.5,1186.5,1186.5,1186.5,1186.5,1186.5,531,6.3,2,531,100
PFC, N8, 15-Dec-2021,1384,1385,1385,1385,1385,1385,1385,172,2.38,1,172,100
PFIZER, EQ, 15-Dec-2021,5185.2,5172,5172,4944,4978,4970.55,5031.57,112094,5640.08,15780,17699,15.79
PFOCUS, EQ, 15-Dec-2021,72.95,73,74.8,70.9,71.95,71.35,72.96,103442,75.47,795,77952,75.36
PFS, EQ, 15-Dec-2021,19.2,19.25,19.35,19,19,19.05,19.12,855799,163.6,1956,458905,53.62
PGEL, EQ, 15-Dec-2021,714.25,714.9,743.95,684.05,695,695.9,719.12,221623,1593.74,26245,93767,42.31
PGHH, EQ, 15-Dec-2021,15162.2,15220,15220,15001,15001,15020.4,15110.58,4388,663.05,2803,2187,49.84
PGHL, EQ, 15-Dec-2021,5304.8,5325,5325,5229.05,5250,5266.9,5269.18,2001,105.44,937,1242,62.07
PGIL, EQ, 15-Dec-2021,363.25,368.45,368.45,360.2,362,360.6,363.24,5634,20.47,293,3598,63.86
PGINVIT, IV, 15-Dec-2021,120.52,120.14,120.7,120.14,120.42,120.44,120.52,417244,502.85,2312,389501,93.35
PHILIPCARB, EQ, 15-Dec-2021,229.15,229,230.35,222.7,224.3,223.15,225.41,661863,1491.91,10082,384988,58.17
PHOENIXLTD, EQ, 15-Dec-2021,1022.8,1028.5,1059.9,1021,1035,1027.8,1039.9,96218,1000.57,11951,23331,24.25
PIDILITIND, EQ, 15-Dec-2021,2389.25,2399.95,2421,2378,2412,2407.75,2403.38,1119097,26896.11,23747,585659,52.33
PIGL, SM, 15-Dec-2021,46,43.7,48.3,43.7,48,48,47.47,14000,6.65,7,14000,100
PIIND, EQ, 15-Dec-2021,2952.4,2964,3106.5,2916.7,3075,3087.55,3060.44,823364,25198.57,40977,370588,45.01
PILANIINVS, EQ, 15-Dec-2021,1900.55,1928,1928,1886.6,1888.55,1892.1,1902.47,7153,136.08,1596,3152,44.07
PILITA, EQ, 15-Dec-2021,7.75,7.85,7.9,7.7,7.75,7.75,7.78,634001,49.34,1482,436110,68.79
PIONDIST, EQ, 15-Dec-2021,186.75,183.05,189.65,183.05,184.1,185.7,185.71,19589,36.38,232,15423,78.73
PIONEEREMB, EQ, 15-Dec-2021,63.6,64.7,64.85,62.55,63.15,63.75,63.99,268907,172.08,2951,86893,32.31
PITTIENG, EQ, 15-Dec-2021,257.35,260,265,248.5,248.5,249.8,254.33,170914,434.68,3561,95656,55.97
PKTEA, BE, 15-Dec-2021,309.85,325.25,325.25,294.4,294.4,294.6,298.03,737,2.2,23, -, -
PLASTIBLEN, EQ, 15-Dec-2021,238.95,240.5,240.6,234.25,234.35,235.25,237.43,9737,23.12,354,6934,71.21
PNB, EQ, 15-Dec-2021,40.15,40.05,40.45,39.65,39.7,39.75,40.1,30984077,12424.37,45698,5531248,17.85
PNBGILTS, EQ, 15-Dec-2021,69,69,70.4,68.5,68.55,68.6,69.15,144943,100.22,2023,76949,53.09
PNBHOUSING, EQ, 15-Dec-2021,571.8,569.4,571.7,543.25,543.25,552.25,557.6,194048,1082.02,4326,138074,71.15
PNC, EQ, 15-Dec-2021,56.75,59.3,61.7,50.3,51.4,51.15,55.49,569472,316.03,9738,202998,35.65
PNCINFRA, EQ, 15-Dec-2021,285.55,289,293.9,288.1,292.4,291.85,291.86,241384,704.51,6377,97390,40.35
PODDARHOUS, EQ, 15-Dec-2021,183.9,185.05,185.5,181,185.5,184.85,184.15,837,1.54,112,558,66.67
PODDARMENT, EQ, 15-Dec-2021,297.35,301.95,301.95,286,286,289.05,292.43,5636,16.48,357,3815,67.69
POKARNA, EQ, 15-Dec-2021,644.25,646.9,659.95,637,639.05,642.05,645.47,26133,168.68,1949,13385,51.22
POLICYBZR, EQ, 15-Dec-2021,1125.65,1127,1136.05,1096.25,1112,1119.55,1111.13,918448,10205.17,37755,560350,61.01
POLYCAB, EQ, 15-Dec-2021,2553.8,2560,2571,2450,2460,2465.05,2498.95,379146,9474.69,29346,132533,34.96
POLYMED, EQ, 15-Dec-2021,965.8,964.95,964.95,944.5,948,948.2,949.12,72085,684.17,9306,35804,49.67
POLYPLEX, EQ, 15-Dec-2021,2035.1,2052.25,2110,2015.55,2035,2034.95,2072.75,322954,6694.03,29577,68505,21.21
PONNIERODE, EQ, 15-Dec-2021,211.4,211.8,213,207.55,209,210.5,209.97,22366,46.96,510,14268,63.79
POONAWALLA, EQ, 15-Dec-2021,218.35,219.45,220.4,211.65,212.7,213.1,215.65,3439821,7417.86,21593,1722922,50.09
POWERGRID, EQ, 15-Dec-2021,212.25,213.1,215.65,207.8,208.15,209.85,212.14,11405480,24195.97,91786,4929022,43.22
POWERINDIA, EQ, 15-Dec-2021,2582.95,2596.5,2635,2552.4,2552.4,2569.85,2596.82,18247,473.84,3918,5788,31.72
POWERMECH, EQ, 15-Dec-2021,1002.65,1004,1010.2,992.4,993,1000.95,1002,10220,102.4,1623,6286,61.51
PPAP, EQ, 15-Dec-2021,234.15,232.8,236.85,231.1,232,232.6,233.72,7943,18.56,424,5069,63.82
PPL, EQ, 15-Dec-2021,143.15,143.35,144.2,136.3,138,137.75,140.16,132199,185.29,4287,98507,74.51
PRAENG, EQ, 15-Dec-2021,20.7,20.8,21.4,19.8,19.95,20.1,20.58,216284,44.51,635,132859,61.43
PRAJIND, BE, 15-Dec-2021,331.85,332.9,332.9,323,326,325.85,328.27,291154,955.78,5504, -, -
PRAKASH, EQ, 15-Dec-2021,56.7,57,57.2,56.3,56.3,56.4,56.72,568617,322.55,2390,360298,63.36
PRAKASHSTL, EQ, 15-Dec-2021,6,6,6.3,6,6.3,6.25,6.2,4835973,299.92,6246,2629511,54.37
PRAXIS, BE, 15-Dec-2021,44.75,45.6,45.65,42.55,42.55,42.55,43.24,15421,6.67,115, -, -
PRECAM, EQ, 15-Dec-2021,146.7,147.7,164.95,147,156,155.65,157.17,1519209,2387.81,30772,589460,38.8
PRECOT, EQ, 15-Dec-2021,282.3,287,290,278.5,281.2,283.25,282.4,14099,39.82,1432,4614,32.73
PRECWIRE, EQ, 15-Dec-2021,354.1,353,389,346.65,370.75,369.5,373.55,1068679,3992.03,46608,223935,20.95
PREMEXPLN, EQ, 15-Dec-2021,247.2,249.8,261.1,245.15,248.15,252,253.95,22820,57.95,388,14827,64.97
PREMIER, EQ, 15-Dec-2021,10.5,10.95,11,10.95,11,11,11,552027,60.72,289,536848,97.25
PREMIERPOL, EQ, 15-Dec-2021,82.2,82.5,83.4,80.6,81.75,81.2,82.56,12960,10.7,344,8148,62.87
PRESSMN, EQ, 15-Dec-2021,27.85,27.85,31.5,27.2,29.2,29.5,30.19,417817,126.13,2183,181307,43.39
PRESTIGE, EQ, 15-Dec-2021,461.35,461.95,463.75,448,450,450.1,453.32,471463,2137.25,15654,206944,43.89
PRICOLLTD, EQ, 15-Dec-2021,125.6,126.5,127.1,122.5,123.4,123.35,124.69,729484,909.6,10453,237930,32.62
PRIMESECU, EQ, 15-Dec-2021,103.5,102.6,105.75,99.25,102.5,103.3,101.95,90922,92.69,1737,65937,72.52
PRINCEPIPE, EQ, 15-Dec-2021,719,716,722,712.9,718.5,717.5,717.04,117849,845.02,11189,65530,55.61
PRITI, SM, 15-Dec-2021,61.4,61,62,61,62,62,61.5,6400,3.94,2,6400,100
PRITIKAUTO, EQ, 15-Dec-2021,20.2,20.45,20.75,19.2,19.3,19.5,20.07,329409,66.1,1479,227973,69.21
PRIVISCL, EQ, 15-Dec-2021,1898.4,1880,1918.95,1855,1860,1863.4,1871.64,10168,190.31,1965,5922,58.24
PROLIFE, SM, 15-Dec-2021,127.8,121.5,121.5,121.5,121.5,121.5,121.5,3000,3.65,1,3000,100
PROZONINTU, EQ, 15-Dec-2021,29.45,29.45,30,29,29.4,29.4,29.68,370769,110.06,2080,220898,59.58
PRSMJOHNSN, EQ, 15-Dec-2021,127.4,127.4,129.75,126,129.6,128.6,127.34,162929,207.48,2302,109356,67.12
PSB, EQ, 15-Dec-2021,17,17.2,17.2,16.8,16.9,16.9,17.02,159635,27.18,878,102980,64.51
PSPPROJECT, EQ, 15-Dec-2021,511.25,515,521.6,506.1,507.8,507.75,513.28,120762,619.85,8232,29722,24.61
PSUBNKBEES, EQ, 15-Dec-2021,29.87,30,30.25,29.5,29.51,29.54,29.82,650103,193.86,1786,469533,72.22
PTC, EQ, 15-Dec-2021,113.85,114.1,114.1,112.5,113,112.8,113.29,388381,439.99,4919,213938,55.08
PTL, EQ, 15-Dec-2021,51.45,51.45,54.65,51.25,53,53.2,53.04,157690,83.64,1214,88259,55.97
PUNJABCHEM, EQ, 15-Dec-2021,1468.75,1484,1484.95,1406,1409,1414.2,1441.09,29534,425.61,4984,10893,36.88
PUNJLLOYD, BZ, 15-Dec-2021,2.85,2.95,2.95,2.95,2.95,2.95,2.95,244081,7.2,95, -, -
PURVA, EQ, 15-Dec-2021,147.35,148.35,148.9,141,142,141.9,143.03,197649,282.7,5119,105595,53.43
PVP, BE, 15-Dec-2021,6.4,6.7,6.7,6.1,6.7,6.7,6.63,345949,22.94,454, -, -
PVR, EQ, 15-Dec-2021,1424.9,1423.1,1425.4,1387,1392.85,1390.4,1401.67,649877,9109.16,23595,175869,27.06
QGOLDHALF, EQ, 15-Dec-2021,2070.3,2153.1,2153.1,2059,2064,2062.45,2062.32,791,16.31,114,684,86.47
QNIFTY, EQ, 15-Dec-2021,1805,1798.95,1800,1796,1798,1798,1799.2,15,0.27,7,11,73.33
QUADPRO, SM, 15-Dec-2021,15.85,15.75,15.75,15.05,15.05,15.05,15.4,12000,1.85,2,12000,100
QUESS, EQ, 15-Dec-2021,855.1,859.9,859.9,827.25,839.5,838.8,842.17,85886,723.31,6736,31076,36.18
QUICKHEAL, EQ, 15-Dec-2021,231.05,232.7,239,231.8,234.7,234.8,235.6,299730,706.16,7641,116667,38.92
RADAAN, BE, 15-Dec-2021,1.55,1.5,1.5,1.5,1.5,1.5,1.5,59410,0.89,78, -, -
RADICO, EQ, 15-Dec-2021,1070.85,1070.85,1105.1,1070.85,1088.7,1097.55,1088.04,250074,2720.92,16315,127795,51.1
RADIOCITY, EQ, 15-Dec-2021,25.2,25.3,25.35,24.1,24.15,24.2,24.58,613231,150.72,1466,356663,58.16
RAILTEL, EQ, 15-Dec-2021,120.9,119.2,120.8,118.45,118.5,118.9,119.66,422741,505.85,5835,236001,55.83
RAIN, EQ, 15-Dec-2021,217.8,217.95,218.35,216.5,217.75,217.35,217.57,705864,1535.72,9886,282950,40.09
RAJESHEXPO, EQ, 15-Dec-2021,752.65,750.35,760.05,750.35,756.15,755.55,754.06,311032,2345.38,8994,124831,40.13
RAJMET, EQ, 15-Dec-2021,145,144.9,148.1,144.5,147.85,147.55,146.19,5708,8.34,98,4967,87.02
RAJRATAN, BE, 15-Dec-2021,2080.4,2080,2184.4,2041.05,2184.4,2184.4,2138.64,8069,172.57,546, -, -
RAJSREESUG, EQ, 15-Dec-2021,36.8,37.95,38.6,37,38.6,38.6,38.09,299165,113.95,2091,215857,72.15
RAJTV, EQ, 15-Dec-2021,42.6,43.4,43.4,40.6,41.1,41,41.61,19037,7.92,385,10670,56.05
RALLIS, EQ, 15-Dec-2021,263.35,263.4,267.3,262.1,265.1,264.65,264.4,209852,554.86,4506,113687,54.17
RAMANEWS, EQ, 15-Dec-2021,21.4,21.65,21.65,20.1,20.5,20.35,20.61,125177,25.8,780,84688,67.65
RAMASTEEL, EQ, 15-Dec-2021,232.55,237,237,228.35,230,230.25,231,102883,237.66,525,46858,45.54
RAMCOCEM, EQ, 15-Dec-2021,992.6,995.8,1002,984.5,996.8,998.75,994.87,264201,2628.45,7884,95258,36.06
RAMCOIND, EQ, 15-Dec-2021,256.65,257,258,253.85,256,256.4,256.36,27206,69.74,1296,12650,46.5
RAMCOSYS, EQ, 15-Dec-2021,464.45,466,470.85,454,457.1,458.85,463.64,32285,149.68,1800,16929,52.44
RAMKY, EQ, 15-Dec-2021,218.6,219.95,221.7,208,215,215.15,215.69,134835,290.82,3188,73641,54.62
RANASUG, EQ, 15-Dec-2021,25.8,25.45,27.25,25.25,25.6,25.55,26.13,1718077,448.9,3837,516827,30.08
RANEENGINE, EQ, 15-Dec-2021,272.5,272.5,293.5,271.1,290,287.25,287.92,29260,84.25,1249,13527,46.23
RANEHOLDIN, EQ, 15-Dec-2021,611.75,616.25,623.9,598,600.5,604,606.69,70602,428.34,3399,38340,54.3
RATNAMANI, EQ, 15-Dec-2021,1923.2,1918,1932.85,1870,1900,1900.4,1896.22,13677,259.35,3230,6309,46.13
RAYMOND, EQ, 15-Dec-2021,689.1,692.5,702.25,670.1,674.9,676.9,688.5,1050579,7233.26,32854,155434,14.8
RBL, EQ, 15-Dec-2021,789.6,804,804,779,792.05,793.1,787.79,5159,40.64,877,1826,35.39
RBLBANK, EQ, 15-Dec-2021,193.5,194.2,194.8,189.7,190,190.35,192.31,4596382,8839.18,32057,1280941,27.87
RCF, EQ, 15-Dec-2021,75.35,75.25,79.7,75,77.3,77.6,77.96,5074440,3956.29,27220,1281089,25.25
RCOM, EQ, 15-Dec-2021,3.6,3.6,3.95,3.55,3.95,3.95,3.84,127013736,4881.25,77408,37103089,29.21
RECLTD, EQ, 15-Dec-2021,136.85,137.2,137.5,134.5,135.15,135.05,136.06,4276031,5818.1,23764,2391347,55.92
RECLTD, N1, 15-Dec-2021,1035,1035,1035,1025.21,1025.21,1025.21,1032.07,67,0.69,4,67,100
RECLTD, N6, 15-Dec-2021,1222,1216.81,1249.99,1216.8,1249.99,1249.99,1217.61,10250,124.81,3,10000,97.56
RECLTD, N8, 15-Dec-2021,1061.92,1071,1071,1070,1070,1070.5,1070.5,400,4.28,2,400,100
RECLTD, N9, 15-Dec-2021,1233.33,1235,1235,1229,1232,1232,1231.42,2278,28.05,15,2278,100
RECLTD, NA, 15-Dec-2021,1345,1340,1340,1340,1340,1340,1340,743,9.96,12,743,100
RECLTD, NF, 15-Dec-2021,1275,1278.99,1278.99,1278.99,1278.99,1278.99,1278.99,90,1.15,2,90,100
RECLTD, NI, 15-Dec-2021,1200.01,1200.01,1200.01,1200.01,1200.01,1200.01,1200.01,8,0.1,1,8,100
REDINGTON, EQ, 15-Dec-2021,154.75,152.25,155.2,151.1,151.25,151.9,152.99,4014280,6141.5,48112,2009431,50.06
REFEX, EQ, 15-Dec-2021,126.65,128,129.7,125.75,126.95,126.9,127.73,114420,146.15,4147,54895,47.98
RELAXO, EQ, 15-Dec-2021,1284.6,1289.85,1298,1280,1290.05,1292.8,1292.6,56697,732.87,6896,26068,45.98
RELCAPITAL, BE, 15-Dec-2021,14.9,14.7,14.85,14.2,14.2,14.2,14.27,2342943,334.41,9611, -, -
RELIANCE, EQ, 15-Dec-2021,2380.15,2384,2405,2361.1,2369.9,2373.2,2379.84,4322855,102877.02,199178,1991411,46.07
RELIGARE, EQ, 15-Dec-2021,144.7,145.2,150,141.65,142,143.15,145.79,1268953,1850,8834,597897,47.12
RELINFRA, BE, 15-Dec-2021,108.35,108.3,111.8,104,106.3,106.75,108.92,1614894,1758.99,7300, -, -
REMSONSIND, EQ, 15-Dec-2021,231.15,230.95,232.95,227,230,230.25,230.48,4874,11.23,257,104,2.13
RENUKA, EQ, 15-Dec-2021,31.2,31,32.75,30.7,32.1,31.95,32.39,24074401,7797.19,25840,7098663,29.49
REPCOHOME, EQ, 15-Dec-2021,301.75,301.75,303.45,295.05,296.05,296.6,298.96,57522,171.97,3009,46210,80.33
REPL, EQ, 15-Dec-2021,204.95,208,208,201.1,202.45,203.75,204.11,9376,19.14,323,6892,73.51
REPRO, EQ, 15-Dec-2021,573.9,584.7,585,566.05,566.05,570.55,576.21,3558,20.5,376,1849,51.97
RESPONIND, EQ, 15-Dec-2021,111.1,111.1,112,108.1,108.6,109.3,110.76,59342,65.73,771,8236,13.88
REVATHI, EQ, 15-Dec-2021,749.25,768,774.8,733.15,743.3,744,754.68,7148,53.94,969,4418,61.81
REXPIPES, SM, 15-Dec-2021,46.5,47,47,46.2,46.2,46.2,46.6,8000,3.73,2,4000,50
RGL, EQ, 15-Dec-2021,964.55,988,988,936.55,980,981.85,968.58,39324,380.88,2377,3637,9.25
RHFL, EQ, 15-Dec-2021,4.55,4.7,4.75,4.6,4.75,4.75,4.72,3240414,152.89,3406,1964675,60.63
RHFL, N4, 15-Dec-2021,296.98,280.06,280.06,280.01,280.01,280.01,280.01,70,0.2,15,70,100
RHFL, N6, 15-Dec-2021,290,282,282,280,280,280,280.44,284,0.8,8,284,100
RHIM, EQ, 15-Dec-2021,355.65,356.8,378,356.25,368,368.25,370.08,533660,1974.96,15911,208635,39.1
RICOAUTO, EQ, 15-Dec-2021,46.25,46.5,49,45.85,47.45,47.65,47.79,1869894,893.54,11482,1001072,53.54
RIIL, EQ, 15-Dec-2021,938,940,960,911.2,919.95,918.9,940.28,652755,6137.75,19058,111531,17.09
RITES, EQ, 15-Dec-2021,267.65,268.4,273.8,265.1,266,266.5,268.37,208936,560.72,13282,95882,45.89
RKEC, EQ, 15-Dec-2021,66.6,67,68,65.1,65.35,65.4,66.1,11201,7.4,168,8231,73.48
RKFORGE, EQ, 15-Dec-2021,940.05,949,949,916,921,919.1,927.63,58532,542.96,3429,23982,40.97
RMCL, BZ, 15-Dec-2021,2.3,2.35,2.4,2.3,2.4,2.4,2.38,306120,7.27,231, -, -
RMDRIP, SM, 15-Dec-2021,16.1,15.5,15.5,15.5,15.5,15.5,15.5,2000,0.31,1,2000,100
RML, EQ, 15-Dec-2021,352.3,358.65,358.65,348.05,350.5,351.2,353.2,12310,43.48,662,5654,45.93
RNAVAL, BZ, 15-Dec-2021,3.45,3.6,3.6,3.6,3.6,3.6,3.6,710037,25.56,226, -, -
ROHITFERRO, BE, 15-Dec-2021,22.85,23.95,23.95,23.95,23.95,23.95,23.95,62112,14.88,119, -, -
ROHLTD, BE, 15-Dec-2021,85.6,84.5,88.45,84.5,87.5,87.6,87.18,31329,27.31,172, -, -
ROLEXRINGS, EQ, 15-Dec-2021,1179.75,1166,1210,1150.55,1167.5,1170.45,1185.71,116933,1386.49,16356,72896,62.34
ROLLT, EQ, 15-Dec-2021,3.3,3.45,3.45,3.45,3.45,3.45,3.45,324608,11.2,189,324597,100
ROLTA, BZ, 15-Dec-2021,5.95,6.2,6.2,6.1,6.2,6.2,6.19,622892,38.58,1139, -, -
ROML, BE, 15-Dec-2021,82.95,82.95,83,80.1,80.25,80.55,80.88,6918,5.6,173, -, -
ROSSARI, EQ, 15-Dec-2021,1337.5,1340,1357.3,1327.9,1331,1343.5,1348.43,74859,1009.42,8689,58007,77.49
ROSSELLIND, EQ, 15-Dec-2021,137.15,138.85,140.5,134,138.65,139.2,137.86,48500,66.86,1047,29545,60.92
ROUTE, EQ, 15-Dec-2021,1810.45,1817.8,1850,1801.05,1820.05,1819.4,1823.43,77741,1417.55,8449,39371,50.64
RPGLIFE, EQ, 15-Dec-2021,604.25,614,619.7,598.05,598.8,600.55,605.87,26060,157.89,2271,11600,44.51
RPOWER, BE, 15-Dec-2021,13.95,14.1,14.2,13.7,13.8,13.8,13.96,6852304,956.32,14696, -, -
RPPINFRA, EQ, 15-Dec-2021,58.5,58.5,59.4,57.8,58.5,58.6,58.69,67295,39.49,1017,36287,53.92
RPPINFRPP, E1, 15-Dec-2021,35.55,36,36.9,35.1,35.1,35.15,35.64,18913,6.74,273,12590,66.57
RPPL, EQ, 15-Dec-2021,229.7,230,275.6,229.2,272,270.5,262.83,165898,436.03,4768,90107,54.31
RPSGVENT, EQ, 15-Dec-2021,768.3,774.2,775.9,742,743,744.85,753.1,26681,200.94,2352,16247,60.89
RSSOFTWARE, EQ, 15-Dec-2021,36.05,37.5,39.65,36.05,39.65,39.65,38.36,324785,124.57,1710,205810,63.37
RSWM, EQ, 15-Dec-2021,483.45,478.6,513.9,477.05,482.9,487.5,498.08,652726,3251.07,23115,193376,29.63
RSYSTEMS, EQ, 15-Dec-2021,313.35,309.5,313.1,300,301,301.4,304.9,81071,247.19,5989,51256,63.22
RTNINDIA, EQ, 15-Dec-2021,58.35,61.25,61.25,58.6,61.25,61.25,60.94,3079555,1876.64,3635,2204931,71.6
RTNPOWER, EQ, 15-Dec-2021,5.35,5.6,5.6,5.6,5.6,5.6,5.6,1553434,86.99,1163,1553434,100
RUBYMILLS, EQ, 15-Dec-2021,266.45,267.5,273,265.65,267,267.85,268.6,5486,14.74,233,3854,70.25
RUCHI, EQ, 15-Dec-2021,904.6,914,914,901,905,903.65,906.68,8560,77.61,968,4415,51.58
RUCHINFRA, BE, 15-Dec-2021,7.85,8.2,8.2,7.5,8.2,8.2,8.08,587714,47.49,959, -, -
RUCHIRA, EQ, 15-Dec-2021,78.9,78.9,80.5,77.7,79.4,78.55,79.14,38626,30.57,858,25181,65.19
RUPA, EQ, 15-Dec-2021,420.7,422.55,429.5,420,421.1,422.2,423.96,106330,450.79,5000,48986,46.07
RUSHIL, EQ, 15-Dec-2021,383,394.45,401.95,383.1,389.55,391.3,394.91,87462,345.4,2742,55297,63.22
RVHL, EQ, 15-Dec-2021,25.65,25.2,25.9,25,25.45,25.15,25.19,18237,4.59,197,12827,70.34
RVNL, EQ, 15-Dec-2021,35.65,35.7,35.8,35.1,35.35,35.3,35.46,2244673,795.89,12164,1020510,45.46
S&SPOWER, EQ, 15-Dec-2021,25,26.25,26.25,26.25,26.25,26.25,26.25,656,0.17,11,656,100
SABEVENTS, BE, 15-Dec-2021,10.4,10.9,10.9,10.9,10.9,10.9,10.9,10866,1.18,34, -, -
SADBHAV, EQ, 15-Dec-2021,42.45,42.75,42.85,42.1,42.4,42.5,42.57,245618,104.56,1780,149988,61.07
SADBHIN, EQ, 15-Dec-2021,15.6,15.9,15.9,14.95,15.1,15.05,15.23,406723,61.93,1110,305582,75.13
SAFARI, EQ, 15-Dec-2021,855.7,855,869.85,854.15,869,865.8,862.54,9377,80.88,2104,5251,56
SAGARDEEP, EQ, 15-Dec-2021,42,40.05,40.05,39.9,39.9,39.9,39.92,9018,3.6,138,8017,88.9
SAGCEM, EQ, 15-Dec-2021,250.75,250.75,251.9,246.65,248,248.15,249.03,22564,56.19,1225,11878,52.64
SAIL, EQ, 15-Dec-2021,114.6,114.75,117.2,113.6,113.7,113.95,115.38,38428524,44340.74,99867,8054165,20.96
SAKAR, EQ, 15-Dec-2021,147.45,148.95,150.9,142.2,142.2,143.3,146.24,68464,100.12,1002,40574,59.26
SAKHTISUG, EQ, 15-Dec-2021,15.2,15.4,15.9,15,15.4,15.45,15.54,301922,46.91,994,127371,42.19
SAKSOFT, EQ, 15-Dec-2021,986.25,991,993.6,976.3,979,981.2,984.47,16752,164.92,1844,8695,51.9
SAKUMA, EQ, 15-Dec-2021,15,15.15,15.15,14.25,14.25,14.25,14.55,600166,87.31,1528,428088,71.33
SALASAR, EQ, 15-Dec-2021,234.85,231.15,238.15,231.15,236.45,237.35,237,51542,122.15,1473,21527,41.77
SALONA, EQ, 15-Dec-2021,208.55,213.4,213.4,205.1,205.1,207.4,210.31,1238,2.6,59,869,70.19
SALSTEEL, EQ, 15-Dec-2021,9.75,9.65,9.9,9.5,9.7,9.7,9.71,185018,17.96,802,146760,79.32
SALZERELEC, EQ, 15-Dec-2021,203.05,204,204.05,199.5,200.75,200.65,201.6,45197,91.12,1422,29641,65.58
SAMBHAAV, BE, 15-Dec-2021,4.9,4.8,5.1,4.7,5.1,5.1,4.98,163855,8.16,324, -, -
SANCO, EQ, 15-Dec-2021,10.1,10.45,10.45,9.7,10.1,10.1,10.09,165191,16.67,415,133091,80.57
SANDESH, EQ, 15-Dec-2021,789.65,786.65,809.9,773,775,776.85,787.11,1766,13.9,234,594,33.64
SANDHAR, EQ, 15-Dec-2021,261.4,278.7,287.65,266.05,267.05,267.85,275.86,273127,753.45,15248,90554,33.15
SANGAMIND, EQ, 15-Dec-2021,297.15,300.3,312.15,293.5,298,295.9,302.01,108266,326.98,6924,36374,33.6
SANGHIIND, EQ, 15-Dec-2021,58.55,58.6,61.8,58.4,58.9,58.85,60.07,990963,595.28,6093,430192,43.41
SANGHVIMOV, EQ, 15-Dec-2021,213.2,215.35,216.9,211.3,211.9,212.75,214.62,47479,101.9,1948,23239,48.95
SANGINITA, BE, 15-Dec-2021,26.45,26.1,26.7,26,26.45,26.3,26.26,27003,7.09,105, -, -
SANOFI, EQ, 15-Dec-2021,7704.7,7709.95,7738,7606.7,7656,7640.2,7650.5,10743,821.89,3448,5569,51.84
SANSERA, EQ, 15-Dec-2021,761.45,769.7,769.7,752.2,762.5,761.2,758.14,48137,364.95,7549,24151,50.17
SANWARIA, BZ, 15-Dec-2021,0.8,0.8,0.85,0.75,0.85,0.85,0.83,7935889,65.83,1206, -, -
